id,context,en
component.phasers.bank_fallback,"Phaser bank row label when the bank has no name","BANK"
component.power.title,"Power allocation panel heading","POWER ALLOCATION"
component.power.empty,"Power panel when the ship defines no power groups","[NO POWER GROUPS]"
component.power.level,"Power group level readout. {n} is the allocated level","LVL {n}"
component.power.held,"Power group level readout while the reactor's battery floor is holding the group below its standing order. {n} is the level it is running at, {c} the level it was commanded to","[LVL {n}/{c} HELD]"
component.red_alert.title,"Red alert control heading (Captain console)","RED ALERT"
component.red_alert.active,"Red alert button while the alert is raised","RED ALERT"
component.red_alert.standby,"Red alert button while the ship is stood down","STAND DOWN"
component.repair_teams.title,"Repair teams panel heading","REPAIR TEAMS"
component.repair_teams.empty,"Repair panel when the ship has no repair teams","[NO REPAIR TEAMS]"
component.repair_teams.no_targets,"Repair team row when nothing needs repair","[No repair targets]"
component.repair_teams.target,"Repair team row: current assignment. {target} is the system name","Target: {target}"
component.sensor_panel.no_target,"Sensor detail panel when no target is locked","NO TARGET"
component.sensor_panel.brg,"Sensor readout key: bearing to target","BRG"
component.sensor_panel.rng,"Sensor readout key: range to target","RNG"
component.sensor_panel.class,"Sensor readout key: target ship class","CLASS"
component.sensor_panel.hull,"Sensor readout key: target hull percentage","HULL"
component.sensor_panel.heading,"Sensor readout key: target heading","HEADING"
component.sensor_panel.au,"Sensor readout unit: astronomical units, shown after the range value",AU
component.shield_facings.title,"Shield facings panel heading","SHIELD FACINGS"
component.shield_facings.empty,"Shield facings panel when no facing telemetry is available","[NO FACING DATA]"
component.shield_facings.off,"Shield facing readout when that facing is offline","OFF"
component.shield_panel.title,"Shield status panel heading","SHIELDS"
component.shield_panel.grid_nominal,"Shield grid status: operating normally","GRID NOMINAL"
component.shield_panel.grid_offline,"Shield grid status: grid down","GRID OFFLINE"
component.shield_panel.integrity,"Shield panel label for overall integrity bar","INTEGRITY"
component.shield_panel.focus,"Shield focus readout. {name} is the focused facing","FOCUS: {name}"
component.torpedoes.title,"Torpedo controls panel heading","TORPEDOES"
component.torpedoes.empty,"Torpedo controls when the ship has no torpedo tubes","[NO TORPEDO TUBES]"
component.torpedoes.pattern_step,"Torpedo patterned-attack step indicator (step number of total)","STEP {step}/{total}"
component.torpedoes.barrels,"Torpedo patterned-attack active-barrel indicator listing firing barrel indices","BARRELS {barrels}"
component.boost.binding,"Boost control key-binding hint (Shift key or gamepad A)","[HOLD SHIFT · A]"
component.impulse.binding,"Impulse control key-binding hint (Ctrl key or gamepad B)","[CTRL · B]"
console.stance.friendly,"Contact stance badge on the comms contact list","FRIENDLY"
console.common.contacts.one,"Contact count, exactly one. {n} is the count","{n} CONTACT"
console.common.contacts.other,"Contact count, zero or several. {n} is the count","{n} CONTACTS"
component.sensor_panel.scan_range,"Sensor panel header: current scan range","SCAN RANGE"
component.sensor_panel.speed,"Sensor readout key: target speed","SPEED"
component.sensor_panel.threat,"Sensor readout key: target threat rating","THREAT"
component.sensor_panel.alert,"Sensor readout key: selected target's red alert state","ALERT"
component.sensor_panel.alert_active,"Sensor readout value: selected target is at red alert","RED ALERT"
component.sensor_panel.alert_standby,"Sensor readout value: selected target is not at red alert","STANDBY"
component.sensor_panel.status,"Sensor panel status row key while scanning","STATUS"
component.sensor_panel.scanning,"Sensor panel status while no scan data has arrived","SCANNING..."
component.sensor_panel.shield,"Sensor readout key: target shield state, per-facing or single-fraction (issue #927)","SHIELD"
component.sensor_panel.shield_freq,"Sensor readout key: target shield frequency — the FrequencyHint sender-side origin (issue #927)","SHIELD FREQ"
component.repair_teams.team,"Repair team fallback name. {n} is the team number","Team {n}"
component.repair_teams.status.idle,"Repair team status badge: waiting for dispatch","IDLE"
component.repair_teams.status.travelling,"Repair team status badge: moving to its target","TRAVELLING"
component.repair_teams.status.repairing,"Repair team status badge: actively repairing","REPAIRING"
component.repair_teams.status.returning,"Repair team status badge: returning to standby","RETURNING"
component.repair_teams.priority,"Repair team priority label for onsite-repair priority buttons","Priority"
component.ship_picker.class.battleship,Lobby ship picker — hull class badge on a battleship card,[BATTLESHIP]
component.ship_picker.class.courier,Lobby ship picker — hull class badge on a courier card,[COURIER]
component.ship_picker.class.cruiser,Lobby ship picker — hull class badge on a cruiser card,[CRUISER]
component.ship_picker.class.destroyer,Lobby ship picker — hull class badge on a destroyer card,[DESTROYER]
component.ship_picker.class.unknown,Lobby ship picker — hull class badge when the entity template authors no class,[UNKNOWN]
component.ship_picker.empty,Lobby ship picker when the locked scenario offers no playable hull,[No ships available]
component.ship_picker.power,Lobby ship picker — stat label above a hull's power rating,[Power]
component.ship_picker.stations,Lobby ship picker — stat label above a hull's station count,[Stations]
component.station_damage.popup_title,"Station-damage popup heading. {name} is the owning station (or the ship core)","[{name} Systems]"
component.station_damage.bar_title,"Station-damage bar tooltip. {name} is the owning station (or the ship core)","[{name} systems]"
component.station_damage.default_label,"Station-damage bar label before the console names the station it belongs to",Station
console.comms.doc_title,Browser-tab title of the comms console page,[Project Phoenix - Comms Console]
console.comms.screen_label,Phone-frame screen label of the comms console,Comms Console
console.comms.title,comms console — main hero heading,COMMS
console.comms.subtitle,comms console — hero sub-heading under the title,[CONTACTS & TRAFFIC]
console.comms.station_footer,comms console — footer station name,COMMS STATION
console.common.no_active_hail,Console footer when no hail is open,[NO ACTIVE HAIL]
console.comms.contacts,"comms console — ""Contacts"" panel heading",Contacts
console.comms.available_hails,"comms console — ""Available Hails"" panel heading",Available Hails
console.comms.current_thread,"comms console — ""Current Thread"" panel heading",Current Thread
console.helm.doc_title,Browser-tab title of the helm console page,[Project Phoenix - Helm Console]
console.helm.screen_label,Phone-frame screen label of the helm console,Helm Console
console.helm.title,helm console — main hero heading,HELM
console.helm.subtitle,helm console — hero sub-heading under the title,[PROPULSION & COURSE]
console.helm.station_footer,helm console — footer station name,HELM STATION
console.navigation.doc_title,Browser-tab title of the navigation console page,[Project Phoenix - Navigation Console]
console.navigation.screen_label,Phone-frame screen label of the navigation console,Navigation Console
console.navigation.title,navigation console — main hero heading,NAVIGATION
console.navigation.subtitle,navigation console — hero sub-heading under the title,[COURSE & WAYPOINTS]
console.navigation.station_footer,navigation console — footer station name,NAVIGATION STATION
console.navigation.selected,"navigation console — ""Selected"" metric label",Selected
console.navigation.waypoint,"navigation console — ""Waypoint"" metric label",Waypoint
console.navigation.contacts,"navigation console — ""Contacts"" metric label",Contacts
console.navigation.on_screen,"navigation console — ""On Screen"" button",On Screen
console.navigation.clear_waypoint,"navigation console — ""Clear Waypoint"" button",Clear Waypoint
console.power.doc_title,Browser-tab title of the power console page,[Project Phoenix - Power Console]
console.power.screen_label,Phone-frame screen label of the power console,Power Console
console.power.title,power console — main hero heading,POWER
console.power.subtitle,power console — hero sub-heading under the title,[ALLOCATION & BATTERY]
console.power.station_footer,power console — footer station name,POWER STATION
console.repair.doc_title,Browser-tab title of the repair console page,[Project Phoenix - Repair Console]
console.repair.screen_label,Phone-frame screen label of the repair console,Repair Console
console.repair.title,repair console — main hero heading,REPAIR
console.repair.subtitle,repair console — hero sub-heading under the title,[HULL & SYSTEM MAINTENANCE]
console.repair.station_footer,repair console — footer station name,REPAIR STATION
console.shields.doc_title,Browser-tab title of the shields console page,[Project Phoenix - Shields Console]
console.shields.screen_label,Phone-frame screen label of the shields console,Shields Console
console.shields.title,shields console — main hero heading,SHIELDS
console.shields.subtitle,shields console — hero sub-heading under the title,DEFENSIVE GRID
console.shields.station_footer,shields console — footer station name,SHIELDS STATION
console.shields.hull,"shields console — ""Hull"" metric label",Hull
console.shields.focus,"shields console — ""Focus"" metric label",Focus
console.shields.grid,"shields console — ""Grid"" metric label",Grid
console.tactical.doc_title,Browser-tab title of the tactical console page,[Project Phoenix - Tactical Console]
console.tactical.screen_label,Phone-frame screen label of the tactical console,Tactical Console
console.tactical.title,tactical console — main hero heading,TACTICAL
console.tactical.subtitle,tactical console — hero sub-heading under the title,WEAPONS CONTROL
console.tactical.station_footer,tactical console — footer station name,TACTICAL STATION
console.captain.doc_title,Browser-tab title of the captain console page,[Project Phoenix — Captain Console]
console.captain.screen_label,Phone-frame screen label of the captain console,Captain Console
console.captain.title,captain console — main hero heading,CAPTAIN
console.captain.subtitle,captain console — hero sub-heading under the title,COMMAND
console.captain.command,"captain console — ""Command"" panel heading",Command
console.cruiser_comms.doc_title,Browser-tab title of the comms console page,[Project Phoenix — Comms Console]
console.cruiser_comms.subtitle,comms console — hero sub-heading under the title,[COMMUNICATIONS & NAV]
console.comms.navigation,"comms console — ""Navigation"" panel heading",Navigation
console.comms.comms,"comms console — ""Comms"" panel heading",Comms
console.comms.messages.one,"comms console footer — message count, exactly one. {n} is the count","[{n} MESSAGE]"
console.comms.messages.other,"comms console footer — message count, zero or several. {n} is the count","[{n} MESSAGES]"
console.engineering.doc_title,Browser-tab title of the engineering console page,[Project Phoenix — Engineering Console]
console.engineering.screen_label,Phone-frame screen label of the engineering console,Engineering Console
console.engineering.title,engineering console — main hero heading,ENGINEERING
console.engineering.subtitle,engineering console — hero sub-heading under the title,[POWER & REPAIR]
console.engineering.power,"engineering console — ""Power"" panel heading",Power
console.engineering.repair,"engineering console — ""Repair"" panel heading",Repair
console.cruiser_helm.doc_title,Browser-tab title of the helm console page,[Project Phoenix — Helm Console]
console.cruiser_helm.subtitle,helm console — hero sub-heading under the title,PILOTING
console.science.doc_title,Browser-tab title of the science console page,[Project Phoenix — Science Console]
console.science.screen_label,Phone-frame screen label of the science console,Science Console
console.science.title,science console — main hero heading,SCIENCE
console.science.subtitle,science console — hero sub-heading under the title,[SENSORS & SHIELDS]
console.science.sensors,"science console — ""Sensors"" panel heading",Sensors
console.science.shields,"science console — ""Shields"" panel heading",Shields
console.cruiser_tactical.doc_title,Browser-tab title of the tactical console page,[Project Phoenix — Tactical Console]
console.cruiser_tactical.subtitle,tactical console — hero sub-heading under the title,WEAPONS
console.courier_captain.doc_title,Browser-tab title of the captain console page,[Project Phoenix — Courier Captain]
console.courier_captain.screen_label,Phone-frame screen label of the captain console,Courier Captain
console.captain.station_footer,captain console — footer station name,CAPTAIN STATION
console.captain.shields_power,"captain console — ""Shields & Power"" panel heading",[Shields & Power]
console.captain.repair,"captain console — ""Repair"" panel heading",Repair
console.captain.navigation,"captain console — ""Navigation"" panel heading",Navigation
console.captain.comms,"captain console — ""Comms"" panel heading",Comms
console.pilot.doc_title,Browser-tab title of the pilot console page,[Project Phoenix — Pilot Console]
console.pilot.screen_label,Phone-frame screen label of the pilot console,Pilot Console
console.pilot.title,pilot console — main hero heading,PILOT
console.pilot.subtitle,pilot console — hero sub-heading under the title,COURIER
console.pilot.radar,"pilot console — ""Radar"" panel heading",Radar
console.pilot.flight_and_weapons,"pilot console — ""Flight & Weapons"" panel heading",[Flight & Weapons]
console.pilot.navigation,"pilot console — ""Navigation"" panel heading",Navigation
console.pilot.comms,"pilot console — ""Comms"" panel heading",Comms
console.pilot.objectives,"pilot console — ""Objectives"" panel heading",Objectives
console.courier_tactical.doc_title,Browser-tab title of the tactical console page,[Project Phoenix — Courier Tactical]
console.courier_tactical.screen_label,Phone-frame screen label of the tactical console,Courier Tactical
console.tactical.weapons,"tactical console — ""Weapons"" panel heading",Weapons
console.tactical.sensors,"tactical console — ""Sensors"" panel heading",Sensors
console.tactical.helm,"tactical console — ""Helm"" panel heading",Helm
console.destroyer_captain.subtitle,captain console — hero sub-heading under the title,[COMMAND & SENSORS]
console.destroyer_engineering.subtitle,engineering console — hero sub-heading under the title,[SHIELDS · POWER · REPAIR]
console.engineering.shields,"engineering console — ""Shields"" panel heading",Shields
console.tactical.navigation,"tactical console — ""Navigation"" panel heading",Navigation
console.tactical.comms,"tactical console — ""Comms"" panel heading",Comms
console.common.no_waypoint,Console footer when no waypoint is set,NO WAYPOINT
console.engineering.station_footer,engineering console — footer station name,ENGINEERING STATION
console.science.station_footer,science console — footer station name,SCIENCE STATION
console.pilot.station_footer,pilot console — footer station name,PILOT STATION
console.common.active_hail,"Comms footer while a hail with an unnamed sender is open","ACTIVE HAIL"
console.common.waypoint,"Fallback name for an unnamed waypoint","WAYPOINT"
console.common.locked,"Tactical footer when a target is locked but unnamed","LOCKED"
console.navigation.not_set,"Navigation console — waypoint readout when none is set","NOT SET"
console.navigation.custom,"Navigation console — selected-entity readout for a custom point","CUSTOM"
console.navigation.none,"Navigation console — selected-entity readout when nothing is selected","NONE"
console.common.nav_toggle,"Button that toggles the navigation chart overlay","Nav"
console.common.comms_toggle,"Button that toggles the comms overlay","Comms"
console.common.objectives_toggle,"Button that toggles the objectives overlay","Objectives"
console.common.red_alert_badge,"Badge shown while the ship is at red alert","Red Alert"
console.pilot.cam_cinematic,"Courier pilot — cinematic camera button","Cinematic"
console.pilot.cam_fore,"Courier pilot — fore camera button","Fore"
console.shields.threat_bearing,"Shields console — standing bearing of the nearest hostile in sensor range, the same fact the backfilled Shields focus AI reads","Threat Bearing"
console.common.no_data,"Generic readout placeholder when no telemetry is available","NO DATA"
console.shield.shld,"Abbreviated shield label on a single-fraction shield readout","SHLD"
console.shield.down,"Shield facing readout when that facing is down","DOWN"
console.shield.online,"Shield status summary: shields operating","ONLINE"
console.shield.shield_down,"Shield status summary: shields collapsed","SHIELD DOWN"
console.shield.degraded,"Shield status summary: one or more facings down","DEGRADED"
console.sensors.doc_title,"Browser-tab title of the sensors console page","[Project Phoenix - Sensors Console]"
console.sensors.screen_label,"Phone-frame screen label of the sensors console","Sensors Console"
console.sensors.title,"sensors console — main hero heading","SENSORS"
console.sensors.subtitle,"sensors console — hero sub-heading under the title","LONG-RANGE SCAN"
console.sensors.scan_summary,"sensors console — ""Scan Summary"" panel heading","Scan Summary"
console.sensors.scan_range,"sensors console — ""Scan Range"" metric label","Scan Range"
console.sensors.contacts,"sensors console — ""Contacts"" metric label","Contacts"
console.sensors.target_analysis,"sensors console — ""Target Analysis"" panel heading","Target Analysis"
console.sensors.name,"sensors console — target name metric label","Name"
console.sensors.kind,"sensors console — target kind metric label","Kind"
console.sensors.shield_status,"sensors console — target shield status metric label","Shield Status"
console.sensors.station_footer,"sensors console — footer station name","SENSORS STATION"
console.common.cancel_impulse,"Button that aborts an active impulse-drive charge","Cancel Impulse"
console.common.target,"Fallback name for an unnamed locked target","TARGET"
console.repair.core,"The ship's core — the systems owned by no station. Names both the repair-target row and the core damage bar beside the station bars, on repair and engineering","Core"
console.repair.footer_status,"repair console footer — hull percent and repair-team activity. {pct} is hull percent; {active} of {total} teams are working","[{pct}% HULL · {active}/{total} ACTIVE]"
console.radar.science_target,"Radar blip label for the science-locked target","SCIENCE TARGET"
console.radar.tactical_target,"Radar blip label for the tactical-locked target","TACTICAL TARGET"
console.radar.torpedo_armed,"Tactical radar badge drawn beside a hostile contact whose hull carries torpedo tubes. A capability warning shown before that contact fires, not a launch warning. Sits next to a blip, so keep it very short","[TORP]"
station.captain.name,"Captain station display name (station ids stay English in TOML)","Captain"
station.helm.name,"Helm station display name","Helm"
station.tactical.name,"Tactical station display name","Tactical"
station.repair.name,"Repair station display name","Repair"
station.sensors.name,"Sensors station display name","Sensors"
station.shields.name,"Shields station display name","Shields"
station.navigation.name,"Navigation station display name","Navigation"
station.power.name,"Power station display name","Power"
station.comms.name,"Comms station display name","Comms"
station.engineering.name,"Engineering station display name","Engineering"
station.pilot.name,"Pilot station display name (courier)","Pilot"
station.science.name,"Science station display name (cruiser)","Science"
shield_arc.fore.label,Shield arc label — the forward facing. Shared by every hull's [[shield_arc]] block,Fore
shield_arc.aft.label,Shield arc label — the rear facing. Shared by every hull's [[shield_arc]] block,Aft
shield_arc.port.label,Shield arc label — the left-hand facing. Shared by every hull's [[shield_arc]] block,Port
shield_arc.starboard.label,Shield arc label — the right-hand facing. Shared by every hull's [[shield_arc]] block,Starboard
shield_arc.omni.label,Shield arc label — the all-round backup facing that absorbs when a directional arc is down. Shared by every hull's [[shield_arc]] block,Omni
shield_arc.all.label,"Shield arc label — a single facing covering all bearings, on hulls with no directional arcs. Shared by every hull's [[shield_arc]] block",All
weapon.phaser_fore.display_name,Weapon mount display name — a forward-facing phaser bank. Shared by every hull carrying that mount,[Phaser Bank (Fore)]
weapon.phaser_aft.display_name,Weapon mount display name — an aft-facing phaser bank. Shared by every hull carrying that mount,[Phaser Bank (Aft)]
weapon.phaser_omni.display_name,Weapon mount display name — an all-round phaser bank. Shared by every hull carrying that mount,[Phaser Bank (Omni)]
weapon.blaster_fore.display_name,Weapon mount display name — a single forward blaster. Shared by every hull carrying that mount,Blaster
weapon.blaster_heavy_fore.display_name,Weapon mount display name — a forward-facing heavy blaster bank. Shared by every hull carrying that mount,[Heavy Blaster Bank (Fore)]
weapon.blaster_port.display_name,Weapon mount display name — a port-facing blaster bank. Shared by every hull carrying that mount,[Blaster Bank (Port)]
weapon.blaster_starboard.display_name,Weapon mount display name — a starboard-facing blaster bank. Shared by every hull carrying that mount,[Blaster Bank (Starboard)]
weapon.torpedo_tube_fore.display_name,Weapon mount display name — a single forward torpedo tube. Shared by every hull carrying that mount,[Torpedo Tube (Fore)]
weapon.torpedo_tube_aft.display_name,Weapon mount display name — a single aft torpedo tube. Shared by every hull carrying that mount,[Torpedo Tube (Aft)]
weapon.torpedo_tube_fore_port.display_name,Weapon mount display name — the port tube of a forward torpedo battery. Shared by every hull carrying that mount,[Torpedo Tube (Fore Port)]
weapon.torpedo_tube_fore_starboard.display_name,Weapon mount display name — the starboard tube of a forward torpedo battery. Shared by every hull carrying that mount,[Torpedo Tube (Fore Starboard)]
weapon.torpedo_tube_fore_centre.display_name,Weapon mount display name — the centre tube of a forward torpedo battery. Shared by every hull carrying that mount,[Torpedo Tube (Fore Centre)]
weapon.torpedo_tube_aft_port.display_name,Weapon mount display name — the port tube of an aft torpedo battery. Shared by every hull carrying that mount,[Torpedo Tube (Aft Port)]
weapon.torpedo_tube_aft_starboard.display_name,Weapon mount display name — the starboard tube of an aft torpedo battery. Shared by every hull carrying that mount,[Torpedo Tube (Aft Starboard)]

help.captain.0.heading,"Help modal — captain station, section 1 heading",Command
help.captain.0.body,"Help modal — captain station, section 1 body text",[You set the ship's posture. Coordinate the crew and call the shots — no one else has the full picture.]
help.captain.1.heading,"Help modal — captain station, section 2 heading",Red Alert
help.captain.1.body,"Help modal — captain station, section 2 body text","[Raises ship-wide combat readiness. Call it before entering a fight, not after taking the first hit.]"
help.captain.2.heading,"Help modal — captain station, section 3 heading",View Selector
help.captain.2.body,"Help modal — captain station, section 3 body text",[Keep the main screen camera updated so the whole bridge sees what matters right now.]
help.helm.0.heading,"Help modal — helm station, section 1 heading",Pilot
help.helm.0.body,"Help modal — helm station, section 1 body text",[Keep the ship moving and the target in arc for Tactical. You control where the fight happens.]
help.helm.1.heading,"Help modal — helm station, section 2 heading",[Thrust & Steering]
help.helm.1.body,"Help modal — helm station, section 2 body text","[Drag to accelerate, reverse, or steer. WASD or the arrow keys steer too, as does a gamepad stick.]"
help.helm.2.heading,"Help modal — helm station, section 3 heading",Impulse Drive
help.helm.2.body,"Help modal — helm station, section 3 body text","[10× speed burst for rapid travel. Damage cancels it, so it's best for non-combat travel. Press Ctrl or gamepad B to charge, again to cancel.]"
help.helm.3.heading,"Help modal — helm station, section 4 heading",Boost
help.helm.3.body,"Help modal — helm station, section 4 body text","[Hold Shift or gamepad A for 3× speed while the battery lasts. It drains in a few seconds and takes far longer to refill, so save it for closing a gap.]"
help.helm.4.heading,"Help modal — helm station, section 5 heading",On Screen
help.helm.4.body,"Help modal — helm station, section 5 body text",[Push your radar to the viewscreen when someone needs to see your situation.]
help.tactical.0.heading,"Help modal — tactical station, section 1 heading",Weapons Officer
help.tactical.0.body,"Help modal — tactical station, section 1 body text",[Deliver firepower to the enemy.]
help.tactical.1.heading,"Help modal — tactical station, section 2 heading",Target Lock
help.tactical.1.body,"Help modal — tactical station, section 2 body text",[Lock first — phasers and torpedoes both require an active lock by clicking on the target.]
help.tactical.2.heading,"Help modal — tactical station, section 3 heading",Phasers
help.tactical.2.body,"Help modal — tactical station, section 3 body text",[Fast and continuous but arc-limited. Enable Auto so they fire the instant the target crosses your fire arc.]
help.tactical.3.heading,"Help modal — tactical station, section 4 heading",Torpedoes
help.tactical.3.body,"Help modal — tactical station, section 4 body text","[Use them when on priority target. They do less damage to shields than hull, sensors can monitor target shields.]"
help.repair.0.heading,"Help modal — repair station, section 1 heading",Damage Control
help.repair.0.body,"Help modal — repair station, section 1 body text",[Keep the ship in the fight. Damaged systems degrade everyone's performance — act early.]
help.repair.1.heading,"Help modal — repair station, section 2 heading",Hull Status
help.repair.1.body,"Help modal — repair station, section 2 body text","[Your ship health gauge, it doesn't show where the damage is, the other bridge officers should ask for repairs.]"
help.repair.2.heading,"Help modal — repair station, section 3 heading",Repair Teams
help.repair.2.body,"Help modal — repair station, section 3 body text","[Dispatch teams to damaged consoles, sooner rather than later.]"
help.power.0.heading,"Help modal — power station, section 1 heading",Power Officer
help.power.0.body,"Help modal — power station, section 1 body text",[You decide how much performance each system gets. Shift allocations as the battle changes.]
help.power.1.heading,"Help modal — power station, section 2 heading",Power Allocation
help.power.1.body,"Help modal — power station, section 2 body text",[Distribute 6 base points across systems. Higher level means better performance from that station.]
help.power.2.heading,"Help modal — power station, section 3 heading",Battery Reserve
help.power.2.body,"Help modal — power station, section 3 body text",[Holds up to 2 emergency power points. Let it drain completely and everyone gets locked out for a time.]
help.shields.0.heading,"Help modal — shields station, section 1 heading",Shield Officer
help.shields.0.body,"Help modal — shields station, section 1 body text",[Absorb incoming fire and keep the ship alive.]
help.shields.1.heading,"Help modal — shields station, section 2 heading",Shield Facings
help.shields.1.body,"Help modal — shields station, section 2 body text","[Four quadrants: Fore, Aft, Port, Starboard.]"
help.shields.2.heading,"Help modal — shields station, section 3 heading",Focus
help.shields.2.body,"Help modal — shields station, section 3 body text",[Concentrate capacity on one facing to tank heavy fire by tapping it. Tap again to rebalance shields]
help.sensors.0.heading,"Help modal — sensors station, section 1 heading",Sensors Officer
help.sensors.0.body,"Help modal — sensors station, section 1 body text",[Extend the crew's awareness beyond visual range.]
help.sensors.1.heading,"Help modal — sensors station, section 2 heading",Long-Range Scan
help.sensors.1.body,"Help modal — sensors station, section 2 body text",[Detect contacts before they enter combat range and provides some extra information on their status]
help.navigation.0.heading,"Help modal — navigation station, section 1 heading",Navigator
help.navigation.0.body,"Help modal — navigation station, section 1 body text",[Read the map to keep the ship heading in the right direction.]
help.navigation.1.heading,"Help modal — navigation station, section 2 heading",System Chart
help.navigation.1.body,"Help modal — navigation station, section 2 body text",[Overlay the nav chart on the main screen so the Captain and Helm see the strategic picture.]
help.navigation.2.heading,"Help modal — navigation station, section 3 heading",Cancel Impulse
help.navigation.2.body,"Help modal — navigation station, section 3 body text",[Abort an active impulse charge if Helm is about to overshoot or fly into a hazard.]
help.comms.0.heading,"Help modal — comms station, section 1 heading",Comms Officer
help.comms.0.body,"Help modal — comms station, section 1 body text","[Connect the ship to the outside world. You are the first to know about orders, threats, and opportunities.]"
help.comms.1.heading,"Help modal — comms station, section 2 heading",Contacts
help.comms.1.body,"Help modal — comms station, section 2 body text",[Track who is in hailing range.]
help.comms.2.heading,"Help modal — comms station, section 3 heading",Messages
help.comms.2.body,"Help modal — comms station, section 3 body text",[Incoming transmissions can carry mission-critical intelligence.]
help.comms.3.heading,"Help modal — comms station, section 4 heading",Objectives
help.comms.3.body,"Help modal — comms station, section 4 body text",[Mission goals update as the situation changes. Alert the Captain when new orders arrive.]
help.engineering.0.heading,"Help modal — engineering station, section 1 heading",Engineering Officer
help.engineering.0.body,"Help modal — engineering station, section 1 body text","[Keep the ship running under fire. You manage shields, power, and repairs from a single station.]"
help.engineering.1.heading,"Help modal — engineering station, section 2 heading",Shields
help.engineering.1.body,"Help modal — engineering station, section 2 body text","[Four facings: Fore, Aft, Port, Starboard. Focus one to tank heavy fire, tap again to rebalance.]"
help.engineering.2.heading,"Help modal — engineering station, section 3 heading",Power Allocation
help.engineering.2.body,"Help modal — engineering station, section 3 body text",[Distribute base points across systems. Higher level means better performance. Keep an eye on the battery reserve.]
help.engineering.3.heading,"Help modal — engineering station, section 4 heading",Repair Teams
help.engineering.3.body,"Help modal — engineering station, section 4 body text",[Dispatch teams to damaged systems. Damaged systems degrade everyone's performance — act early.]
help.science.0.heading,"Help modal — science station, section 1 heading",Science Officer
help.science.0.body,"Help modal — science station, section 1 body text",[Extend the crew's awareness and keep the shields up. You monitor long-range sensors and manage defensive coverage.]
help.science.1.heading,"Help modal — science station, section 2 heading",Long-Range Scan
help.science.1.body,"Help modal — science station, section 2 body text",[Detect contacts before they enter combat range and provide extra information on their status.]
help.science.2.heading,"Help modal — science station, section 3 heading",Shield Facings
help.science.2.body,"Help modal — science station, section 3 body text","[Four quadrants: Fore, Aft, Port, Starboard. Focus capacity on one facing to tank heavy fire.]"
help.modal_heading,"Help modal heading; the modal dismisses on any tap","[HELP — tap to dismiss]"
settings.title,"Settings gear button tooltip and dialog name","Settings"
settings.rating,"Settings — station rating (difficulty) section heading","Rating"
settings.volume,"Settings — audio volume section heading","Volume"
settings.qr_code,"Settings — QR code section heading","QR Code"
settings.toggle_qr,"Settings — button that shows/hides the join QR code on the viewscreen","[Toggle QR on Screen]"
settings.station,"Settings — station section heading","Station"
settings.leave_station,"Settings — button that releases the player's claimed station","Leave Station"
settings.tab.debug,"Server settings menu — name of the Debug/Cheat tab (hidden in a release build)","[Debug / Cheat]"
settings.tab.audio,"Server settings menu — name of the Audio tab","Audio"
settings.tab.gameplay,"Server settings menu — name of the Gameplay tab","Gameplay"
settings.master_volume,"Server settings menu — Audio tab, master volume section heading","Master Volume"
settings.master_volume_value,"Server settings menu — master volume readout as a percentage. {value} is the whole-number percentage.","{value}%"
settings.master_volume_hint,"Server settings menu — explains that master volume scales the per-sound volumes authored in the ship and world TOML rather than replacing them","[Scales every authored sound volume.]"
settings.debug.output,"Server settings menu — Debug tab, heading over the debug output selectors","Debug Output"
settings.debug.output_hint,"Server settings menu — explains that picking a debug output opens the output panel beside the viewscreen","[Pick one to open the output panel.]"
settings.debug.client_hint,"Client settings menu — explains that a phone's debug toggles draw on the shared host viewscreen, not on the phone itself","[These draw on the host viewscreen.]"
settings.debug.modifiers,"Server settings menu — debug output showing the ship modifier state","Modifiers"
settings.debug.damage,"Server settings menu — debug output showing the recent damage log","Damage Log"
settings.debug.entities,"Server settings menu — debug output showing per-entity behaviour","Entity Behaviour"
settings.debug.inspector,"Server settings menu — debug output showing the entity inspector","Entity Inspector"
settings.debug.cheats,"Server settings menu — Debug tab, heading over the cheat toggles","Cheats"
settings.debug.wireframes,"Server settings menu — toggle drawing region wireframes in the world","Region Wireframes"
settings.debug.godmode,"Server settings menu — toggle that makes the player ship take no damage","God Mode"
settings.debug.instagib,"Server settings menu — toggle that multiplies weapon damage so hits kill outright","Instagib"
settings.debug.session,"Server settings menu — Debug tab, heading over the session/save actions","Session"
settings.debug.teleport,"Server settings menu — jump the ship to the shared Navigation waypoint; disabled when there is no waypoint","[Teleport to Waypoint]"
settings.debug.save_snapshot,"Server settings menu — save the running session to the browser","Save Session"
settings.debug.resume_snapshot,"Server settings menu — reload the page and resume the saved session","[Resume Saved Session]"
settings.gameplay.simulation,"Server settings menu — Gameplay tab, heading over the pause control","Simulation"
settings.gameplay.pause,"Server settings menu — button that pauses the simulation clock","Pause"
settings.gameplay.resume,"Server settings menu — button that resumes a paused simulation clock","Resume"
settings.gameplay.session,"Server settings menu — Gameplay tab, heading over the exit control","Session"
settings.gameplay.exit_to_lobby,"Server settings menu — ends the current mission and returns everyone to the lobby","[Exit to Lobby]"
station.rating.std.name,"Display name of the Std station rating (identifier in TOML)","STANDARD"
station.rating.simplified.name,"Display name of the Simplified station rating","SIMPLIFIED"
